category,day_of_week,post_hour,followers,reel_duration_sec,num_hashtags,caption_length,has_music,has_trending_audio,collab_post,avg_past_views,past_engagement_rate,num_mentions,is_sponsored,views
comedy,Wednesday,14,4717,7,12,162,0,0,0,1327,0.1329,6,0,3611
gaming,Saturday,11,6449,30,5,249,1,1,0,24959,0.0945,7,0,26702
dance,Friday,6,17608,60,5,187,1,0,1,8843,0.1467,1,0,45922
gaming,Tuesday,19,3758,15,28,89,1,1,0,17669,0.0373,4,0,18582
comedy,Thursday,17,3563,30,17,130,0,0,1,2064,0.1248,6,0,5444
comedy,Monday,22,2977,15,30,297,1,1,0,10568,0.1395,0,0,24076
food,Wednesday,12,6469,30,4,12,1,0,0,29,0.0669,5,0,7888
gaming,Saturday,16,3863,7,16,28,1,1,0,36,0.1445,6,0,11575
travel,Saturday,3,26645,15,28,264,1,1,0,146,0.0343,7,0,9105
comedy,Friday,13,8600,15,24,31,1,0,0,168,0.1432,4,0,25606
dance,Friday,19,5969,60,24,149,1,0,0,8918,0.1359,7,0,24614
fashion,Monday,12,4559,30,2,85,1,1,0,53,0.0146,9,0,3249
motivation,Thursday,2,902,30,4,57,1,0,0,72,0.0806,0,0,708
food,Tuesday,17,4908,30,30,56,1,0,0,859,0.0817,3,0,5107
fashion,Sunday,13,1534,15,2,24,1,1,0,1442,0.0133,5,0,4946
food,Thursday,14,9170,90,22,189,0,0,0,6311,0.0107,3,0,3847
dance,Thursday,2,3374,60,12,75,1,0,1,642,0.0057,4,1,3506
fitness,Thursday,0,98298,30,14,224,1,1,0,760,0.0811,1,0,34226
gaming,Sunday,23,506,30,16,182,1,1,0,6466,0.0723,6,0,12946
finance,Monday,16,100,30,14,153,1,0,0,181,0.1414,8,0,1681
travel,Sunday,2,7956,15,4,268,1,0,0,1401,0.0546,6,0,3453
fashion,Monday,13,1544,7,21,277,1,1,0,3428,0.1004,0,0,9149
gaming,Sunday,2,6567,30,13,22,1,0,1,522,0.0061,1,0,4524
travel,Tuesday,12,531,90,10,13,1,1,0,6132,0.1012,7,0,16583
fitness,Thursday,14,152684,15,27,93,1,0,0,197,0.1375,0,0,95910
finance,Monday,17,2451,30,13,51,1,1,0,24951,0.0564,1,0,19030
travel,Sunday,13,1374,7,6,40,1,0,0,584,0.0505,4,0,9122
travel,Tuesday,20,147692,15,2,163,0,1,1,455,0.0958,5,0,137797
fashion,Sunday,2,22306,30,22,5,1,0,0,59,0.0526,0,1,11258
education,Saturday,18,59941,15,19,137,1,0,0,116,0.0634,0,0,42782
finance,Tuesday,7,3605,60,9,98,1,0,1,216,0.0446,1,0,5094
gaming,Thursday,3,5347,30,10,223,1,0,1,114,0.055,2,0,4353
fitness,Wednesday,3,1678,15,29,29,1,0,0,103,0.1035,8,0,9381
finance,Thursday,18,1360,30,5,224,1,1,0,1197,0.1387,2,1,4615
dance,Wednesday,10,10065,45,4,260,1,1,0,3649,0.0896,7,0,17861
education,Tuesday,0,2532,7,19,246,1,0,1,1918,0.0065,5,0,1559
dance,Saturday,7,267660,30,21,78,0,0,0,1,0.0433,9,0,155596
fitness,Saturday,14,22393,45,12,184,1,1,1,136,0.1431,4,0,54079
fashion,Monday,0,145782,15,11,298,1,0,0,10659,0.137,8,0,33563
fashion,Saturday,6,100,60,18,179,1,0,0,74,0.0218,7,0,12864
fitness,Friday,20,149008,15,18,76,1,0,0,860,0.1367,2,0,201425
food,Tuesday,19,100,15,20,261,1,0,0,122,0.1449,6,0,15384
fitness,Monday,19,507,30,26,228,1,0,0,14925,0.0521,3,0,12315
education,Saturday,23,209,15,4,1,0,1,0,223,0.1066,7,0,1910
comedy,Tuesday,10,7612,45,24,16,1,0,0,4339,0.0862,6,0,6603
fashion,Thursday,13,4756,30,30,11,1,1,0,257,0.0539,2,0,8609
motivation,Saturday,21,20554,15,19,181,1,0,0,8,0.0272,6,0,33152
education,Sunday,15,4191,60,20,6,1,0,0,2812,0.0582,5,0,5431
education,Wednesday,13,44586,45,27,245,1,0,0,23,0.1395,5,0,18078
education,Tuesday,11,917,30,8,156,0,1,1,176,0.1226,9,0,2111
travel,Monday,16,46476,30,3,173,1,0,0,45787,0.0529,2,0,15718
education,Thursday,13,4650,15,28,180,1,0,0,573473,0.0844,3,0,196338
fashion,Friday,9,341310,45,14,280,1,0,0,1141,0.0639,3,0,132529
comedy,Thursday,23,23610,60,30,236,1,0,0,184,0.0726,5,0,10536
comedy,Saturday,13,2845,15,2,156,1,0,0,1154,0.1154,8,0,4187
education,Wednesday,17,4622,30,22,250,1,0,1,79,0.0837,4,0,4163
dance,Thursday,21,799,30,6,220,0,0,0,471,0.0313,7,0,3343
fashion,Friday,8,9384,15,23,222,1,1,0,27032,0.044,4,0,58243
fashion,Sunday,16,2842,45,19,210,1,0,0,1667,0.0873,5,0,5530
finance,Monday,5,18097,7,19,133,1,1,0,63,0.1055,5,0,9074
gaming,Tuesday,7,442,15,13,258,1,0,0,2472,0.0787,3,0,7103
food,Wednesday,12,2715,7,13,34,0,0,0,35,0.0949,9,0,2227
food,Friday,17,609,30,8,182,1,1,0,25,0.1195,9,0,3627
dance,Saturday,4,681,15,25,160,1,1,1,5072,0.0841,4,0,22543
food,Saturday,5,14630,60,22,92,1,1,1,238,0.1467,3,0,11113
finance,Saturday,20,37201,45,2,196,1,1,0,25514,0.0392,1,0,116184
fitness,Wednesday,18,100,7,30,205,1,1,0,133,0.1384,1,0,8479
food,Thursday,3,140276,45,28,17,1,0,1,12772,0.0409,7,0,52972
fashion,Wednesday,6,61534,45,8,233,1,0,0,29235,0.0821,3,0,52916
fitness,Saturday,3,435,15,28,65,1,0,1,1497,0.0711,8,0,12316
food,Sunday,10,21770,7,20,243,1,1,0,598,0.0591,5,1,21106
fashion,Friday,11,2146,15,3,275,1,1,0,330,0.1446,4,0,3190
fashion,Tuesday,13,4119,15,16,198,0,1,0,373,0.0445,6,0,5165
education,Tuesday,12,14526,60,24,17,1,0,0,44,0.1029,5,0,4853
comedy,Wednesday,9,11660,30,5,71,1,1,0,3949,0.1216,3,0,23353
dance,Saturday,17,1752,60,15,154,1,0,0,3682,0.0336,9,0,10493
finance,Monday,15,1738,45,26,169,1,1,0,693,0.1461,8,0,2606
travel,Sunday,4,1933,15,17,281,1,0,0,1164,0.0843,5,0,3475
gaming,Wednesday,7,38449,60,12,150,0,1,0,442,0.1376,2,0,36999
food,Saturday,13,172,15,6,260,1,0,0,96,0.1013,3,0,1879
food,Thursday,4,3672,7,2,79,1,0,0,80,0.0992,3,0,1999
fitness,Tuesday,23,83331,30,30,105,1,1,0,351,0.0551,7,0,12992
fitness,Tuesday,7,17442,15,5,10,1,1,0,500,0.1167,4,1,11266
gaming,Sunday,5,32589,15,23,207,1,0,0,11058,0.0093,7,0,7850
food,Tuesday,15,3764,45,2,129,1,1,0,4175,0.0856,7,0,4721
motivation,Monday,3,605,60,28,170,1,1,1,23877,0.0097,5,0,5975
finance,Saturday,11,5432,15,27,32,1,0,0,4360,0.0495,4,0,4875
food,Saturday,10,1422,15,11,23,1,0,0,46,0.019,1,0,8455
comedy,Sunday,2,272456,30,4,196,0,0,0,56,0.1372,0,0,230881
gaming,Saturday,11,3697,45,29,45,1,0,0,131,0.0961,6,1,11928
motivation,Sunday,4,15481,15,21,273,1,1,0,541,0.1019,9,0,21947
finance,Saturday,5,105272,60,16,230,1,0,0,232,0.1284,9,0,58138
food,Monday,18,682,45,9,132,1,1,0,4376,0.1113,6,0,3633
travel,Friday,17,100,30,6,263,1,1,0,11579,0.023,1,0,3080
education,Wednesday,15,11873,60,3,84,1,1,0,97,0.0945,2,0,1239
comedy,Wednesday,22,16663,60,9,4,1,1,0,41,0.1468,7,0,28992
travel,Saturday,10,2332,15,26,268,1,1,0,29401,0.036,3,0,10269
fitness,Thursday,4,613,15,30,220,1,0,0,1742,0.0949,4,0,3921
fitness,Tuesday,8,8584,45,6,193,0,1,0,375,0.0867,6,0,6994
food,Monday,2,4709,90,22,68,1,1,0,25929,0.0618,7,0,9426
fitness,Thursday,7,8777,45,10,287,1,0,0,13231,0.1434,0,0,17019
comedy,Thursday,5,639,30,20,175,1,1,0,335,0.0567,6,0,4728
finance,Saturday,3,8818,45,7,238,1,0,0,6253,0.0186,2,0,4123
fashion,Monday,11,21486,15,7,178,1,0,0,10988,0.1446,4,0,6084
dance,Wednesday,11,326,90,4,255,1,1,0,5867,0.1107,0,0,4851
gaming,Tuesday,20,68101,30,4,210,1,1,0,13852,0.0547,2,0,153381
finance,Wednesday,15,7770,90,6,226,1,1,0,164,0.0457,4,0,4113
fashion,Thursday,9,22735,30,21,71,1,0,0,1155,0.1396,0,0,70852
motivation,Tuesday,21,491,90,3,64,1,1,1,29464,0.0447,1,1,13031
comedy,Friday,13,16791,15,1,165,1,1,1,502,0.0829,2,0,15540
travel,Thursday,12,254,45,23,213,1,0,0,301,0.0362,7,0,6873
fashion,Wednesday,8,891,90,18,16,1,0,0,1369,0.1493,4,1,7728
comedy,Wednesday,6,7895,30,1,172,1,1,0,46,0.1166,4,1,15762
education,Saturday,11,2990,45,15,128,0,0,1,2106,0.0873,2,0,1543
travel,Wednesday,4,5164,15,11,2,1,0,0,39,0.1131,8,0,3551
fitness,Monday,17,157833,30,14,247,1,0,0,13815,0.1379,8,0,144566
fitness,Thursday,3,5020,60,9,69,1,1,0,42,0.1447,1,0,4037
travel,Sunday,1,17631,15,22,51,1,0,0,5993,0.119,7,0,21076
motivation,Sunday,2,4358,45,25,258,0,0,0,254,0.1281,0,0,6405
motivation,Tuesday,11,4131,45,5,238,1,0,0,132,0.0627,4,0,2216
motivation,Wednesday,2,844,15,23,93,0,0,0,1155,0.0618,6,0,4088
fashion,Saturday,3,9534,15,12,46,1,0,0,1995,0.1222,7,0,9997
gaming,Saturday,5,471588,30,29,74,1,0,1,1318,0.1151,7,0,97932
fashion,Wednesday,11,5756,15,5,90,1,0,1,2164,0.1356,5,0,6351
food,Monday,18,3039,60,22,85,0,0,0,4367,0.0243,6,0,6816
dance,Saturday,9,38263,45,1,5,1,1,0,19,0.1052,3,0,24119
travel,Sunday,0,30978,30,25,229,1,0,0,1437,0.0989,9,0,19376
finance,Tuesday,16,10832,15,13,42,1,1,0,71,0.1208,6,0,6691
dance,Thursday,15,2821,45,17,197,1,1,0,86,0.0086,6,0,9850
education,Friday,8,38559,30,5,181,1,0,0,121,0.1248,8,0,23702
fashion,Monday,20,6109,15,24,168,0,0,1,21,0.0523,1,0,11026
fashion,Saturday,8,25457,30,29,202,0,1,0,1072,0.1046,7,0,36869
comedy,Thursday,22,1124,60,18,193,1,1,0,31,0.0944,8,0,14323
dance,Friday,8,1709,7,26,30,1,0,0,2465,0.0688,2,0,14231
comedy,Wednesday,11,5851,30,25,101,1,0,0,22868,0.1132,7,0,8288
finance,Wednesday,22,531,90,13,63,1,0,0,25074,0.1444,0,0,18736
comedy,Tuesday,8,2525,7,29,90,1,1,0,123,0.0519,9,0,10622
dance,Friday,14,491,60,12,249,1,1,0,102,0.1135,4,0,6986
travel,Wednesday,1,304,30,7,182,1,0,0,5232,0.0506,0,0,2876
education,Wednesday,10,394268,15,30,279,1,0,0,1228,0.1276,0,0,415510
fashion,Sunday,10,1642,7,4,204,1,0,0,945,0.0684,5,0,999
finance,Saturday,7,1923,7,12,88,1,1,0,80,0.0701,4,0,4972
fashion,Tuesday,22,5678,15,5,292,1,0,0,1395,0.1169,4,0,10782
food,Thursday,5,726,7,21,284,1,1,0,6186,0.0769,1,0,2836
education,Wednesday,20,1992,15,26,158,1,0,0,233,0.0437,9,0,8984
gaming,Sunday,19,133510,7,27,129,1,1,0,2772,0.1494,8,0,215579
comedy,Monday,6,9363,45,25,247,1,0,0,1509,0.0949,4,0,5636
fitness,Monday,2,28996,60,26,139,1,1,0,297,0.0985,2,0,10703
dance,Thursday,7,83488,60,28,188,1,0,0,990,0.0988,6,0,160456
fashion,Friday,17,7180,30,18,90,1,1,0,135,0.1331,5,1,4384
comedy,Tuesday,16,3300,90,10,55,1,0,0,6073,0.0317,5,0,5190
finance,Sunday,10,372,7,26,225,1,1,0,139,0.0136,4,0,3079
fashion,Saturday,1,2467,15,15,164,1,0,1,331,0.0611,3,0,5270
gaming,Sunday,20,3668,15,4,35,1,0,0,6668,0.0869,5,1,9249
education,Monday,23,1149,45,11,28,1,0,1,384,0.0464,6,0,2590
education,Monday,18,79332,60,16,79,1,0,0,168,0.1049,7,0,37932
fashion,Thursday,6,35743,30,1,168,1,0,0,1583,0.0157,1,0,13061
finance,Friday,17,28968,30,9,32,0,0,1,39759,0.1197,3,0,37932
education,Friday,7,3987,45,14,92,1,0,1,11250,0.1091,6,0,17950
education,Thursday,13,765,15,18,111,1,0,0,3715,0.036,2,0,6071
gaming,Sunday,6,53658,30,19,208,1,0,0,8009,0.0483,4,0,15486
dance,Monday,20,8988,30,28,193,1,0,0,3080,0.122,9,0,19923
finance,Sunday,3,19762,15,24,263,1,0,0,1732,0.1171,6,0,17521
finance,Sunday,16,14982,7,16,246,1,0,0,6822,0.123,8,0,4469
travel,Tuesday,4,8596,45,18,117,0,1,0,2195,0.0517,5,0,2977
travel,Monday,11,179747,30,18,227,1,0,0,985,0.1456,1,0,132720
education,Friday,8,1505,15,12,8,1,1,0,1591,0.1087,8,0,3493
fitness,Saturday,19,2818,30,30,198,1,0,0,2130,0.0145,5,1,13358
travel,Sunday,12,94285,90,12,276,1,1,0,2023,0.0743,9,0,48045
education,Monday,17,5697,30,15,128,1,0,0,2275,0.1014,1,0,7419
motivation,Sunday,19,3917,15,21,61,1,1,0,152,0.0295,0,0,8472
food,Tuesday,8,3116,30,20,1,1,0,0,725,0.1358,3,0,10514
food,Wednesday,3,16692,30,2,171,1,0,0,87,0.1143,1,0,6176
finance,Monday,20,3252,7,3,244,1,0,0,1854,0.0168,6,0,8087
fitness,Thursday,7,2657,15,26,87,0,0,0,2182,0.1374,6,0,6642
gaming,Wednesday,0,16204,30,6,82,1,0,0,15309,0.0636,2,0,12825
dance,Sunday,16,5813,30,2,4,1,0,1,1999,0.0706,9,0,12022
travel,Thursday,8,798,15,8,38,1,1,0,522,0.1186,0,0,5955
motivation,Thursday,19,5206,45,7,74,1,0,0,472,0.0984,1,0,5198
education,Thursday,12,60485,90,28,100,1,0,0,3989,0.0684,7,0,9662
fitness,Monday,1,19487,60,17,140,1,1,0,280,0.0426,3,0,6772
finance,Friday,12,75535,45,20,92,1,1,0,1490,0.0799,2,0,108967
travel,Sunday,8,1317,30,13,118,1,0,1,7385,0.089,9,0,8062
fitness,Wednesday,19,33739,60,19,287,1,1,0,62922,0.0965,6,0,82787
travel,Tuesday,5,1529,60,27,108,1,0,0,11060,0.0927,9,0,6904
dance,Friday,0,534,60,28,42,1,0,0,383,0.0945,3,0,6899
dance,Sunday,4,1158,15,4,135,1,0,0,246,0.074,1,1,3167
gaming,Monday,2,6226,7,2,216,1,0,0,3867,0.0865,2,0,3864
food,Thursday,3,31266,90,9,155,1,0,0,715,0.0469,3,0,25520
comedy,Tuesday,0,8593,90,30,38,1,0,0,56,0.028,0,0,9793
comedy,Sunday,13,3729,30,10,281,1,0,0,195761,0.093,7,0,151394
travel,Wednesday,8,766,90,16,25,1,0,1,1550,0.0118,7,0,7337
gaming,Sunday,23,17493,45,7,31,0,1,0,13341,0.0145,4,0,15074
comedy,Friday,3,27848,30,8,45,0,1,0,562,0.0409,5,0,8051
finance,Saturday,17,8407,30,7,155,0,1,1,1029,0.0332,3,1,2580
comedy,Friday,13,739,30,19,243,1,1,0,1484,0.0592,2,0,12781
fashion,Sunday,3,21071,30,27,34,1,1,0,635,0.0588,2,0,20933
education,Tuesday,9,44758,90,1,277,1,1,1,240,0.0219,3,0,8859
gaming,Sunday,2,77608,30,3,241,1,0,1,88881,0.0407,5,0,93603
finance,Sunday,22,2235,60,29,258,1,0,0,2230,0.0057,1,0,7386
fitness,Monday,6,10778,60,15,45,1,0,0,46,0.0559,5,0,5757
finance,Wednesday,9,1877,7,8,236,1,0,0,1344,0.1205,7,0,3577
food,Tuesday,12,934,7,25,7,1,0,0,61,0.0436,8,0,9563
fitness,Sunday,3,84945,45,8,259,1,0,0,202,0.0983,3,0,44981
motivation,Thursday,17,13578,15,20,270,1,1,0,1357,0.0192,4,0,7649
education,Wednesday,10,50359,45,4,43,1,0,0,3224,0.0068,7,0,7345
education,Friday,3,542,15,25,237,0,0,0,7,0.0773,9,1,2460
education,Tuesday,23,8259,30,2,166,1,0,0,33917,0.0719,1,0,13222
education,Friday,13,12270,15,13,75,1,1,0,293,0.0328,9,0,8403
travel,Sunday,17,1098,15,14,156,1,0,0,699,0.0466,1,0,8281
education,Friday,7,71546,7,5,200,1,0,1,23554,0.0094,8,0,27066
education,Friday,9,3159,90,15,233,1,1,0,33623,0.1207,5,0,82651
education,Monday,4,11120,30,22,231,0,1,0,317,0.0487,9,0,4889
gaming,Friday,22,1825,60,27,211,1,1,0,9194,0.0368,8,0,21596
travel,Thursday,6,572,90,30,153,1,1,0,1506,0.1217,9,0,9286
dance,Thursday,11,25425,60,9,212,1,0,0,221685,0.0107,6,0,54895
finance,Wednesday,2,9723,30,13,86,1,1,0,285,0.0463,4,0,8354
finance,Sunday,3,7533,45,30,17,1,0,0,29714,0.0431,8,0,14874
fitness,Saturday,9,2978,15,11,190,0,1,1,340,0.0431,8,0,11754
gaming,Friday,3,9258,7,8,53,1,0,0,128,0.0067,1,0,6832
fashion,Friday,14,48013,60,22,215,1,0,0,597,0.1405,7,0,45415
finance,Tuesday,9,1435,7,18,41,1,0,0,41,0.1303,7,0,4609
comedy,Monday,20,13473,90,11,229,0,0,0,170,0.0651,1,0,11462
fashion,Saturday,21,7076,45,12,229,0,0,0,578,0.0696,9,0,7549
education,Wednesday,15,3526,30,22,181,1,0,1,661,0.081,6,0,1671
education,Saturday,14,254,15,12,140,1,1,0,6855,0.0744,0,0,3198
travel,Friday,18,4809,45,16,287,1,0,0,5674,0.118,4,0,28789
fashion,Tuesday,19,16495,30,1,81,1,0,0,1021,0.0758,4,0,8604
comedy,Sunday,18,8805,45,19,166,1,1,0,33,0.0324,9,0,26853
travel,Monday,17,368,30,22,53,1,1,0,15,0.022,4,1,2716
fitness,Sunday,11,46383,7,30,72,1,0,0,380,0.1381,1,0,11788
fashion,Wednesday,15,95440,15,8,212,1,0,0,206,0.012,2,0,18178
gaming,Saturday,0,4035,15,30,170,1,1,0,335,0.1351,5,0,6137
education,Wednesday,15,314877,7,20,269,1,0,0,28114,0.1051,0,0,115948
education,Friday,1,1104,7,30,218,1,0,0,325,0.0637,5,0,7160
food,Wednesday,23,497,15,7,135,1,0,0,194,0.0321,5,0,1968
travel,Sunday,14,791,45,6,34,0,1,0,1089,0.05,6,0,5190
dance,Tuesday,6,7640,30,4,145,1,0,0,387,0.0818,8,1,4022
dance,Wednesday,0,200,15,28,182,1,0,0,3619,0.1002,8,0,30665
travel,Thursday,4,2808,30,18,77,1,1,0,1792,0.1053,3,0,6261
gaming,Tuesday,9,967229,30,2,252,0,0,0,44680,0.0699,1,0,598273
motivation,Saturday,21,328,30,12,235,1,0,0,611,0.0592,4,0,10984
travel,Monday,20,1835,30,5,76,0,0,0,52153,0.1164,0,1,25696
gaming,Monday,3,761,30,25,72,0,1,1,4428,0.1392,4,0,5337
fitness,Friday,13,2943,15,10,26,1,1,0,3168,0.1376,9,0,19010
education,Friday,12,2626,30,3,37,1,1,0,20,0.085,2,0,2511
comedy,Thursday,0,1472,15,2,253,1,0,0,15,0.0165,6,0,2417
motivation,Saturday,15,3709,30,3,85,1,0,1,43,0.0156,6,0,3540
fashion,Sunday,22,15363,60,2,30,1,0,0,1680,0.0634,2,0,8291
motivation,Monday,8,59493,30,12,204,1,0,0,4956,0.1113,4,1,38033
comedy,Monday,21,2945,45,14,192,1,1,0,3194,0.0771,8,0,5159
food,Monday,15,4966,60,11,229,0,0,0,1182,0.096,3,0,5668
education,Sunday,18,11314,15,14,180,1,1,0,6678,0.1273,1,0,38110
dance,Monday,14,531,60,30,244,1,0,0,11954,0.0108,2,0,20905
gaming,Wednesday,13,3733,7,25,39,1,0,0,591,0.139,0,0,15526
travel,Saturday,19,1978,60,10,156,1,1,0,3348,0.053,4,0,7349
travel,Tuesday,9,27268,15,10,167,1,0,0,2363,0.0118,8,1,8184
dance,Tuesday,20,115068,15,12,157,1,1,0,5500,0.1261,1,0,134677
motivation,Thursday,11,1213,30,11,129,1,0,0,2111,0.1405,2,0,3455
education,Wednesday,0,49216,60,5,81,1,1,0,1859,0.1165,2,0,15406
finance,Monday,20,355,15,28,155,1,1,0,327,0.1217,6,0,3564
gaming,Monday,16,7053,45,22,174,1,0,0,1654,0.1313,9,0,18457
fitness,Friday,8,7847,45,19,287,1,0,0,555,0.0807,6,1,8694
comedy,Friday,22,340,15,18,87,1,0,0,129,0.1037,0,0,17298
motivation,Thursday,18,1106,30,18,101,1,1,0,1998,0.0465,2,0,9212
fashion,Monday,17,928,30,26,247,0,0,0,141,0.0412,0,0,3049
food,Thursday,6,463,15,2,205,1,0,0,1006,0.0933,8,0,4926
travel,Wednesday,8,100,45,15,88,1,1,0,527,0.1115,6,0,12666
motivation,Tuesday,21,3384,90,8,287,1,1,0,356,0.0626,4,0,1703
food,Monday,20,4204,45,26,95,1,1,0,18226,0.063,6,0,22661
comedy,Saturday,11,4145,90,26,158,0,0,1,29044,0.1434,2,0,26650
travel,Sunday,6,19501,7,13,113,1,0,0,605,0.0802,2,0,14623
travel,Wednesday,13,150,7,29,23,0,1,0,8060,0.148,0,0,11655
finance,Monday,14,2475,60,27,162,1,0,0,46,0.1301,4,0,3896
motivation,Sunday,14,492850,60,30,285,1,1,0,103,0.0978,6,0,181796
education,Saturday,5,24249,15,2,54,1,1,1,970,0.0063,2,0,3770
dance,Friday,20,24500,30,2,63,1,0,0,129,0.0479,4,0,10803
dance,Thursday,13,788,60,23,32,1,0,0,2324,0.0656,9,0,16849
fitness,Friday,1,3454,15,19,45,1,0,0,1948,0.0997,0,0,7079
fashion,Tuesday,7,100,15,6,218,0,0,0,997,0.0624,6,0,4707
food,Friday,12,14099,45,18,288,0,0,0,124792,0.125,7,0,72569
motivation,Monday,22,61116,90,23,195,1,1,0,2289,0.1011,7,0,37216
gaming,Saturday,5,361,45,2,252,1,0,1,3470,0.0553,0,0,6405
fashion,Friday,4,610,45,20,285,0,0,0,2896,0.1187,3,0,9545
finance,Monday,4,4639,15,0,235,1,0,0,180,0.0489,8,0,2274
travel,Tuesday,0,6476,45,11,78,1,0,0,54203,0.0141,1,1,7093
education,Sunday,8,1853,15,20,91,1,0,0,66,0.03,0,0,11808
motivation,Saturday,5,1132,90,5,95,1,0,1,1939,0.0054,5,0,3894
fashion,Friday,19,1154,30,6,227,1,0,0,4859,0.1257,0,0,8484
fashion,Thursday,6,4499,30,1,285,0,0,0,7842,0.0959,5,0,10738
education,Thursday,8,14115,60,17,234,1,0,0,588,0.0877,0,0,10717
fitness,Saturday,4,4497,7,29,101,1,1,0,4851,0.101,5,0,9580
food,Thursday,13,3786,90,24,251,1,0,0,134,0.0998,8,0,10966
food,Friday,4,207,30,14,139,1,0,0,30972,0.087,4,0,22381
fashion,Friday,7,23405,15,14,142,1,1,0,791,0.1271,3,0,47509
comedy,Saturday,6,4480,15,9,239,1,1,0,406,0.0689,7,0,21204
fashion,Friday,12,2239,60,16,265,0,0,1,306,0.1217,3,1,4703
fashion,Sunday,12,7779,60,17,60,1,0,0,1987,0.1191,3,0,9829
education,Monday,7,1076,7,17,22,1,1,0,46,0.0339,8,1,7187
travel,Tuesday,10,2324,7,30,10,1,0,0,6435,0.0708,0,0,2290
education,Sunday,17,5964,60,28,15,1,0,0,332,0.1261,2,0,6447
motivation,Sunday,18,1448,15,14,48,1,0,0,14896,0.1255,3,0,10587
fashion,Thursday,5,254,30,25,169,1,1,0,91,0.0085,7,0,6799
food,Monday,21,189,30,22,118,1,0,0,1428,0.0373,0,0,3622
gaming,Saturday,1,10963,60,5,41,1,0,0,3320,0.0665,2,0,6621
food,Thursday,12,4647,30,8,9,1,0,0,4123,0.0118,1,0,4598
dance,Monday,22,4360,30,10,48,1,0,0,390,0.0428,5,0,8127
fitness,Friday,10,607,90,14,264,1,0,0,92,0.0425,8,0,9801
finance,Saturday,0,4736,15,22,206,1,1,0,439,0.0361,9,1,10076
motivation,Saturday,23,2390,15,2,166,1,0,0,11308,0.0625,8,0,7956
motivation,Thursday,1,1668,7,18,1,1,1,0,72009,0.1229,9,0,15386
fitness,Friday,16,4293,90,0,67,1,0,1,42,0.0404,4,0,11973
gaming,Thursday,7,8379,45,23,209,1,0,0,250,0.0894,2,0,11118
finance,Wednesday,1,114671,7,16,138,1,0,0,34,0.0858,7,0,29353
travel,Monday,5,13595,45,10,36,1,0,0,366,0.1236,8,0,7736
fashion,Wednesday,21,23008,30,29,217,0,0,0,306,0.0621,8,0,22127
finance,Monday,4,35895,90,17,277,1,1,0,100,0.0374,0,0,5693
gaming,Tuesday,15,1242,15,10,179,1,0,0,30516,0.1343,9,0,17326
comedy,Sunday,7,2758,45,27,4,0,0,0,10869,0.1258,4,1,46768
dance,Saturday,18,964,30,6,129,1,1,0,1784,0.0951,9,0,4324
finance,Thursday,15,1440,7,0,132,1,0,0,879,0.0185,8,0,1469
finance,Tuesday,12,2273,60,11,98,0,0,0,6535,0.0073,2,0,2671
dance,Tuesday,19,1379,15,3,159,1,0,0,147,0.0315,6,1,6314
fashion,Saturday,6,7356,45,24,235,1,0,0,1766,0.0335,8,0,26865
finance,Saturday,15,10711,45,7,146,1,1,0,326,0.0248,1,0,4162
dance,Monday,22,468,30,14,114,1,0,0,119013,0.043,1,0,86650
dance,Wednesday,15,2802,7,10,3,1,1,0,72,0.054,4,0,2384
dance,Friday,11,2858,90,29,86,1,1,0,636,0.1144,7,0,3355
education,Monday,13,347,15,28,45,1,0,0,82,0.1079,9,0,4551
gaming,Friday,23,1237,30,7,82,1,0,0,4935,0.0201,4,0,4706
education,Tuesday,17,23675,45,11,153,1,1,0,4913,0.1467,7,1,13109
comedy,Friday,17,23133,90,2,281,1,1,0,271,0.1141,3,0,3600
travel,Wednesday,15,261,30,20,287,1,0,0,91,0.0287,8,1,1673
education,Monday,19,11496,15,30,110,1,1,0,506,0.0231,3,0,4219
education,Saturday,15,348,60,3,116,1,1,0,271,0.0177,4,0,2143
gaming,Wednesday,12,2385,15,26,96,1,0,0,1246,0.1111,6,0,11575
travel,Sunday,8,4125,7,11,281,1,1,0,27988,0.0393,8,0,13133
fitness,Wednesday,8,19053,60,7,188,1,0,0,4116,0.0156,4,1,8137
dance,Sunday,12,3589,30,26,87,1,0,0,5005,0.0662,6,0,11022
motivation,Monday,3,792,7,22,86,1,0,0,1087,0.1078,3,0,8234
travel,Saturday,8,583,30,29,25,1,0,0,216885,0.0492,1,0,125977
comedy,Wednesday,14,6650,15,22,30,1,1,0,1384,0.075,1,0,8180
fashion,Sunday,13,1570,7,9,125,1,0,0,4680,0.0329,4,0,4672
comedy,Saturday,18,2355,15,25,197,1,0,0,9870,0.0672,1,0,8151
dance,Thursday,11,28193,45,22,30,1,1,1,990,0.057,1,0,25535
travel,Thursday,20,10751,45,0,231,1,0,1,1660,0.0679,1,0,6601
comedy,Thursday,5,85512,30,12,44,0,0,0,350,0.0725,3,0,24215
comedy,Friday,2,786,15,30,188,1,0,1,1136,0.0184,7,0,8437
fitness,Wednesday,21,1371,45,6,51,1,0,0,20473,0.0185,6,0,7765
fitness,Monday,19,6840,30,19,51,1,1,0,11246,0.0428,4,0,36935
travel,Monday,15,129811,30,27,78,1,0,0,4337,0.0218,6,0,7215
dance,Friday,19,1175,60,2,48,0,0,0,6772,0.0417,5,0,26388
